DATE,Accommodation,Accommodation and Food Services,Activities Related to Real Esta,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services ,Air Transportation ,"Architectural, Engineering, and Related Services",Automotive Equipment Rental and Leasing,Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities ,Average Hourly Earnings of All Employees Goods Producing ,Average Hourly Earnings of All Employees Information ,Average Hourly Earnings of All Employees Leisure and Hospitality ,Average Hourly Earnings of All Employees Other Services ,Average Hourly Earnings of All Employees Private Service Providing ,Average Hourly Earnings of All Employees Professional and Business Services ,Average Hourly Earnings of All Employees Total Private ,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities ",Average Hourly Earnings of Production Employees Manufacturing ,Average Weekly Earnings of All Employees Construction ,Average Weekly Earnings of All Employees Information ,Average Weekly Earnings of All Employees Manufacturing ,Average Weekly Earnings of All Employees Other Services ,Average Weekly Earnings of All Employees Total Private ,Average Weekly Earnings of Production Employees Manufacturing ,Average Weekly Hours of All Employees Goods Producing ,Average Weekly Hours of All Employees Other Services ,Average Weekly Hours of All Employees Private Service Providing ,Average Weekly Hours of All Employees Total Private ,Business Support Services ,Civic and Social Organizations ,Computer Systems Design and Related Services ,Consumer Goods Rental ,Couriers and Messengers ,Drinking Places ,Drycleaning and Laundry Services ,Educational Services ,Employment Services ,Facilities Support Services ,Federal Government ,Financial Activities ,Freight Transportation Arrangement ,General Rental Centers ,Goods Producing ,Government ,Grant making anf Giving Services ,Health Care and Social Assistance ,Information ,Investigation and Security Services ,Legal Sevices ,Leisure and Hospitality ,Lessors of Real Estate ,Local Government ,Local Government Educational Services ,Logging ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services ",Mining ,Mining and Logging ,"Mining, Logging, and Construction ",Office Administrative Services ,Other Personal Services ,"Other Professional, Scientific, and Technical Services ",Other Services ,Other Support Services ,Personal and Laundry Services,Personal Care Services,Professional and Business Services,Real Estate,Real Estate and Rental and Leasing,Religious Organisations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Rental and Leasing Services,Repair and Maintenance,School and Employee Bus Transportation,Scientific Research and Development Services,Services to Buildings and Dwellings,Social Advocacy Organizations,Social Assistance,Special Food Services,Specialized Design Services,State Government Educational Services,Support Activities for Road Transportation,Support Activities for Transportation,Support Activities for Water Transportation,Transit and Ground Passenger Transportation,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Wholesale Trade
01-10-1992,175.8,942.7,61.6,622,591.5,72.3,117.2,19.1,92.6,28.82,25.53,30.75,27.83,34.04,14.29,21.16,25.23,31.66,25.68,22.08,15.05,1008.7,1228.84,39.8,628.45,865.42,598.99,36.8,29.7,33.2,33.7,48.2,30.1,81.9,23.5,52.6,27.7,40.7,173,216.5,8.7,347.5,781.8,17.8,6.3,2310.5,2100.5,19,1068,389.5,82.7,131.3,1115.4,71.8,1367.5,743.5,5.8,208.3,56.7,26.3,32.1,529.2,30.8,28.7,49.1,413.2,30.6,118.4,39.2,1510.7,169,237.2,70.1,165.6,63.7,129.2,8.6,76.3,140.2,10.8,181.2,44.5,15,164.4,8.1,48.7,8.6,27.3,372.7,37.1,93.7,67.7,50,30.5,544.8
01-11-1992,176.2,942.6,61.3,623.4,592.6,71.9,117.5,19.2,91.8,28.7,25.47,30.93,28.03,32.8,14.47,21.41,25.28,31.83,25.75,21.97,15.14,1021.72,1203.76,40.5,653.01,883.23,613.17,37.5,30.5,33.6,34.3,47.9,30,82.4,23.5,53.5,27.7,40.5,176.7,216.1,8.7,344.5,784.1,17.9,6.2,2268.2,2113.6,19.3,1072.2,394.3,85.8,132.1,1111.3,71.1,1379.8,757.6,5.3,208.6,57.2,26.2,31.5,520.2,30.6,28.9,49.7,412.6,30.1,118.6,39.3,1516.5,168.2,236.3,70.6,165.5,63.7,128.5,8.5,76.2,139.6,10.9,181.3,42.4,14.9,167.4,8.1,49.1,9,26.9,373.8,36.9,92.9,67.7,51.5,30.8,545.7
01-12-1992,177.3,944.2,61.5,620.9,590.4,71.2,116.5,19.1,90.7,29.12,25.39,30.94,28.25,33.27,14.74,22.07,25.14,31.62,25.68,21.48,15.26,1025.02,1191.07,40.1,646.65,865.42,611.93,37.6,29.3,32.9,33.7,48.6,29.8,83,24.1,58.7,27.6,40.3,176.2,218,8.8,347.4,786.3,17.9,6.2,2234.1,2107.8,19,1075.4,393.6,84.4,133,1111.8,71.5,1372.4,755,4.3,208.5,57.9,26,30.3,503.2,30.9,29.1,49.9,410.4,29.4,118.5,39.5,1516.9,169.2,237.8,69.8,164.5,64.1,127.4,8.4,75.6,137,11,180.8,43.6,15,165.8,8.2,48.8,8.9,26.7,375,36.5,91.7,67.2,49.8,30.5,545.8
01-01-1993,174.1,917.7,61.3,602.7,572.1,70,115.6,18.9,88.8,28.77,25.19,31.13,27.9,35,14.83,21.42,26.08,32.18,26.4,24.27,15.26,1015.58,1242.5,39.5,657.59,884.4,602.77,37.1,30.7,32.9,33.5,48.1,27.5,79.9,23.9,53.4,26.4,40.1,166.2,208,9,339.7,779.1,18.5,6,2168.2,2085.9,18.2,1072.3,382.3,83.4,131.1,1083.2,70.7,1360.6,744,1.9,214.1,56.2,25.6,27.5,452.6,30.9,28.3,45.4,403.1,29.8,117.4,39.3,1495.6,167.1,234.4,70.6,161.2,63,124.5,8.3,77.9,130.4,10.9,181,40.1,14.7,163.4,8.3,49.8,8.9,26.4,368.8,35.5,88.2,68.2,53.4,30.6,539.9
01-02-1993,174.5,921.3,61.3,607.1,576.4,68.3,115.7,18.9,91.3,26.61,25.38,29.89,27.03,35.49,14.81,21.32,26.09,32.34,26.25,24.39,15.22,907.4,1259.9,39.9,652.39,882,607.28,37.2,30.6,33,33.6,47.3,29.3,80.9,23.9,53.6,26.7,40.1,173.1,210.8,8.9,338.1,778.7,18.6,5.9,2177.8,2104.2,18.6,1073.3,385.8,83.7,130.7,1091.5,71.3,1377.9,760.7,2,213.1,56.8,25.4,27.4,462.7,31,28.1,45.7,408.7,29.8,117.3,39.5,1506.3,168.2,235.5,71.7,164.5,63.1,126.9,8.7,78,131.8,10.9,181.6,39.4,14.8,166.5,8.4,49.7,8.6,26.7,367.4,35.8,88.5,67.9,52.9,30.7,541
01-03-1993,175.6,928.4,61.5,616.9,586.4,67.2,115.6,18.9,92.4,26.94,25.26,30.08,27.41,35.89,14.75,20.98,25.96,32.14,26.21,24.08,15.23,953.68,1277.68,40.1,639.89,880.66,610.72,37.7,30.5,32.9,33.6,48.3,29.3,81.3,23.8,54,27.1,40.2,174.5,216.9,8.8,337.3,778.4,18.6,6,2186.4,2110.4,18.6,1075.7,387.9,84.2,131,1102.9,72.1,1382.7,764.5,2.2,213.5,57.5,25,27.2,473.9,31.2,28.2,45.7,412,29.2,117.6,39.5,1517.5,169.4,237,72.9,166.2,63.3,128.2,8.8,77.7,134.4,11.2,182.6,38.8,15,170,8.4,49.8,8.8,27.1,367.2,36.2,89.1,67.5,52.8,30.5,542.8
01-04-1993,173.3,936.5,60.8,622,591.7,66.8,114.3,18.4,91.9,26.82,25.51,30.09,28.19,35.79,14.64,20.79,26,32.47,26.38,23.97,15.32,909.2,1288.44,39.7,634.1,889.01,608.2,37.7,30.5,33,33.7,48.1,29.4,80.9,24.2,53.3,27.5,39.9,173.6,218,9,336.7,777.7,18.4,6.1,2180.4,2110.6,18.8,1072.2,377.8,84,130.2,1116.1,71.5,1384.4,765.7,3.2,212.2,56,25.4,28.6,479.1,30.3,27.8,45.7,409.5,27.9,116.4,39,1515.7,167.9,235.3,71.8,165.3,63,127.8,8.9,76.2,140.4,11.2,183.1,42.8,14.8,169.5,8.3,49.1,9,27.3,367.3,36.4,89.7,67,53.9,30.3,538.2
01-05-1993,173.8,951.4,61.1,631.5,601,66.8,114,18.4,92.8,26.9,25.12,30.82,28.58,36.4,14.68,19.99,25.92,32.22,26.38,24.07,15.35,938.81,1328.6,40.3,637.68,912.75,618.61,38.2,31.9,33.9,34.6,49.1,29.8,80.9,24.3,54.2,27.7,39.9,171.7,223.4,9.3,336.4,779.4,18.5,6.1,2188.8,2116.5,19.2,1072.6,376.7,84.1,129.7,1135.8,71.8,1388.8,769.8,4.3,212.5,56.6,25.4,29.7,488.7,30.4,28.2,46.1,412.7,27.4,116.7,38.9,1520.9,168.8,236.4,72.7,167.4,63.2,128.6,9,76.3,143,11.3,183.3,44,14.9,169.7,8.4,49,8.7,27.3,369.8,37.1,91.1,66.6,53.6,30.5,540.3
01-06-1993,176.8,958.7,61.8,639.7,608.6,67.3,114.4,18.7,93.8,27.42,25.15,30.26,28.35,36.42,14.51,19.76,25.73,32.1,26.18,23.66,15.38,967.93,1332.97,40,614.54,887.5,615.2,37.9,31.1,33.2,33.9,50,29.7,81.4,24.5,55.3,27.6,40.1,166.2,226.2,9.2,338.1,784.2,18.7,6.4,2205.2,2112,18.9,1078.3,385.4,84.8,131.4,1148.4,72.4,1383.7,757.9,5.1,214.4,57,25.9,31,498,30.6,28.6,45.9,416.2,27.8,117.6,39.1,1527.3,170.4,238.8,73.1,168.8,64,129.8,8.5,76.7,145,11.6,185.4,43.9,15.1,167.4,8.4,49.5,8.9,27,374.5,37.5,93,66.3,54.6,31.1,542.1
01-07-1993,178.2,957.4,61.6,649.7,618.5,67.6,114.1,19,93.9,27.92,25.29,30.86,28.47,36.4,14.42,19.81,25.81,32.39,26.28,23.55,15.37,999.54,1343.16,39.9,622.03,890.89,613.26,37.9,31.4,33.2,33.9,49.2,31.5,80.9,24.9,56.9,27.3,39.7,162.3,230.4,9.4,336.6,780.5,18.4,6.3,2208.8,2007.2,19.5,1081.9,389,84.5,131.3,1147.3,71.2,1292.6,660.3,5.7,214.9,58.8,25.6,31.3,504.1,31.5,29.1,48.2,415.2,28.3,116.6,38.2,1542,168.7,238,70.4,169.1,64.7,129.5,7.7,78.2,151.3,12.1,187.1,43.4,15,150.5,8.6,49.6,9.2,25.9,378.6,36.5,95.8,65.7,54.8,31.2,541.5
01-08-1993,179.2,963.5,62.1,655.3,624.2,67.7,113.9,18.8,94.1,28.27,25.37,30.46,28.6,36.7,14.46,20.21,25.84,32.69,26.32,23.32,15.3,1029.03,1357.9,40.3,650.76,915.94,616.59,38.7,32.2,34.1,34.8,49.3,31.3,81.4,25.2,56.9,27.4,39.8,159.1,233.2,9.6,335.6,781.9,18.6,6.3,2222.9,1977,18.9,1081.7,392.4,85.5,130.5,1152.8,71.4,1266.1,637.3,5.9,216.3,58.4,25.9,31.8,510.8,31.4,29.3,48.8,414.7,28.1,116.7,38.1,1549.4,169.6,239,71.1,168.3,64.7,129.7,5.8,78.3,153.4,11.6,186,44.4,15,147.5,8.6,49.9,8.9,24.9,378.8,36.6,96.3,65.2,55.2,31.1,541.6
01-09-1993,176.9,962.2,62.1,662.8,631,66.9,113.6,18.9,94.5,28.46,25.6,30.15,28.69,36.65,14.63,19.9,25.78,32.41,26.28,23.19,15.42,984.72,1334.06,39.6,620.88,888.26,610.63,37.5,31.2,33.2,33.8,49.2,30,82.6,24.9,56.8,27.5,39.9,170.3,239.3,9.3,332.9,781.5,18.6,6.4,2216.1,2040.7,19.6,1082.4,392.1,86.5,129.2,1149.1,71.4,1329.7,711.3,6,216,58.7,25.7,31.7,510.5,31.5,29.4,49.4,419.4,28,116.9,38.2,1558.5,170.1,239.3,75.7,172.5,64.7,130,8.3,77.5,153.2,11.8,185.4,47.1,15,152.2,8.6,50.3,9.3,26.4,380.2,36.5,96.5,65,55.3,31.8,539.5
01-10-1993,174.8,947.2,61.2,655.7,623.4,66.8,113.8,18.7,92.5,28.61,25.62,30.14,28.65,36.55,14.6,20.19,25.86,32.47,26.35,23.23,15.43,1012.79,1345.04,39.9,625.89,898.54,615.66,38.5,31,33.3,34.1,49.7,30.1,82.5,24.7,64.1,26.9,39.3,178.3,238.9,9.3,331.8,777.1,18.8,6.4,2182.5,2087.7,19.5,1083.2,389.8,84.9,129.2,1128.3,70.8,1366.2,753.5,5.8,215.5,58.1,25.4,31.2,502.8,31.5,28.4,48.4,415.2,29.9,114.9,37.7,1546,167.9,236.2,76.4,172.5,63.8,127.8,8.7,74.9,146,11.8,185,47.3,15.2,164.8,8.5,50.3,9.2,26.9,385.4,36.2,95.8,64.6,54.3,32.3,538.9
01-11-1993,173.1,945.5,61.3,648.2,616.3,66.5,114.4,18.6,92.2,29,25.93,30.22,28.71,36.98,14.81,20.44,26.06,32.89,26.52,23.15,15.49,1006.3,1360.86,40.1,629.55,899.03,621.15,38.8,30.8,33.1,33.9,49.8,30.4,83,24.7,64.1,27.2,38.9,180.5,239,9.5,334.2,778.1,18.9,6.5,2168.4,2109.5,19.7,1086.1,388.6,84.4,129.2,1122.3,70.1,1383.6,770.9,5.3,215.9,58.7,25.6,30.9,497,31.5,28.3,48.9,415.8,28.9,114.3,37.6,1542.7,167.9,236.1,77.7,174,63.8,127.5,9,75.1,140.4,11.8,185.5,45.6,15.3,167.5,8.6,49.8,9,27,383.7,35.9,95,63.8,54.2,31.9,539.7
01-12-1993,175.4,953.5,62,653.5,621.8,67,115.9,18.5,91.7,29.4,26.25,30.58,28.91,37.16,14.97,20.66,26.21,33.16,26.67,22.99,15.6,1029,1382.35,40.3,626,912.11,628.68,39,30.3,33.3,34.2,50.7,30,84.2,25.4,64.9,27.3,38.8,179.2,244,9.8,336.6,784,19.1,6.5,2157.6,2105.2,19.6,1092.6,392.3,85.2,130.8,1132.6,71.1,1379.6,767.7,3.9,216.1,59.5,24.9,28.8,489.8,31.8,29,49.8,415.8,28.4,115.1,37.7,1557.6,170.3,239.2,77.7,173.5,64.4,127.2,9,75.3,139.3,11.9,185.7,47.7,15.3,166.9,8.6,50.2,8.9,27.1,384.3,36,93.9,63.5,53.9,31.7,541.4
01-01-1994,169.6,928.3,62.2,627.7,597.3,65.7,111.6,18.3,90.9,27.59,26.03,31.14,28.52,39.05,14.9,21.2,26.51,33.86,26.85,23.1,15.59,957.37,1444.85,39.7,689,929.01,618.92,39,32.5,33.8,34.6,48.3,28.1,84.5,25.9,58.4,26,38.3,171.8,227.9,9.8,327.4,778.5,19.1,6.4,2102.4,2082.5,19.1,1078.3,381.7,81.8,127.3,1097.1,69.7,1366.4,755.3,2.3,213.9,57.8,23.7,26,461.5,29.6,28.1,46,409.7,30.9,113.2,36.9,1517.3,166.4,235.9,78.2,170.6,64.5,125.9,8.9,75.5,135.7,12.1,184.1,41.3,15,163.3,8.2,49.3,9.4,26.6,371.2,35.2,91.4,63.1,52.9,30.4,533.9
01-02-1994,171,937.9,62.7,640.8,609.7,64.7,113.4,18.4,92.1,26.21,26.22,31.17,28.16,40.09,15,21.04,26.82,34.81,27.05,23.2,15.46,906.87,1463.29,39.6,662.76,922.41,612.22,38.6,31.5,33.3,34.1,49.3,30.1,85.8,26.1,58.7,26.1,38.2,179.7,235,9.8,328,782.1,19.3,6.5,2118.9,2108,19.7,1085,389.7,83.2,127.6,1111.6,70.5,1386.6,773.1,2.3,215.6,58.8,23.1,25.4,467.7,30.5,27.8,46.7,414.5,30.2,113,37.1,1544.8,168.4,238.5,78.6,174.2,65,127.3,9.2,76,137.4,12.4,185.6,41.8,15.4,165.6,8,49.3,9,27.6,371.1,36.1,91.7,63,52.7,31.1,538.4
01-03-1994,172.8,944.6,63.2,655.6,624.2,63.7,114.2,18.5,93.9,26.67,26.14,30.59,28.3,39.73,14.91,20.95,26.89,34.35,27.13,24.23,15.45,920.12,1466.04,39.8,657.83,925.13,614.91,38.5,31.4,33.3,34.1,50.2,30.3,86.8,26.4,59.4,26.6,38.8,181.9,243,9.9,326.3,784.6,19.5,6.6,2150,2117.4,20.1,1093.5,394.4,84.6,127.8,1123.8,71.5,1393.1,776.8,2.4,217.6,59.2,22.8,25.2,482.1,30.8,28.3,47,419.9,30.4,114.7,37.6,1567.5,170.4,241.1,78.8,175.8,65.6,129.4,9.3,76.4,140.3,12.6,187.4,43,15.8,170.9,8.2,49.4,8.9,27.8,373.4,36.7,93.5,63.1,53.2,31.4,543.1
01-04-1994,173.4,956.8,62.3,659.1,627.5,63.2,114.7,18.7,94.4,26.78,25.85,30.25,28.44,39.8,14.76,21.1,26.68,34.23,26.98,23.97,15.46,939.98,1464.64,39.7,668.87,920.02,613.76,38.5,31.7,33.3,34.1,49.1,30.2,87.4,25.7,60.4,26.5,38.5,182.2,245.8,9.5,325.5,770.3,19.4,6.6,2160.8,2120.8,20.2,1087.3,394.2,85.3,125,1136.7,70.5,1395.8,777.9,3.5,219.7,57.2,23.1,26.6,488.6,31.2,27.8,47,417.5,28.4,113.3,37.2,1563.5,168,238.3,77.8,174.9,65,129.3,9.2,75.7,142.3,12.8,189.3,44.2,15.5,170.5,8.1,49.5,9,27.9,376.2,37.6,94.3,63.2,54.2,31.6,539.9
01-05-1994,174.3,970.2,62.2,667.2,635.7,63.3,114.9,18.6,94.6,26.88,26.32,30.66,28.25,40.34,14.89,21.44,26.91,34.86,27.14,23.65,15.52,959.62,1524.85,39.8,690.37,944.47,617.7,39.1,32.2,34.1,34.8,49.5,30.6,87.8,26.1,60.3,26.9,38.6,180.8,250.3,9.6,325.7,766.6,19.5,6.9,2176.6,2130.8,20.4,1092.5,396.1,85.8,124.6,1154.2,70.5,1403.2,783.4,4.3,219.8,57.7,23.3,27.6,494.6,31.5,28.1,47.3,420.9,28.4,113.7,37.3,1564.3,167.9,238.8,78.9,177.4,65.6,129.8,9.3,75.9,144,13,191.4,45.5,15.8,171.7,8.3,50.4,9.5,28.2,378.4,38.2,95,62.7,54.2,31.5,542.1
01-06-1994,177.2,979.8,62.8,675,643,63.7,115.7,19,96.7,27.31,25.82,29.78,28.03,39.64,14.72,20.85,26.35,34.07,26.65,23.22,15.55,972.24,1438.93,39.5,673.46,908.77,614.23,38.9,32.3,33.2,34.1,49.4,30.7,88,26.4,60.3,27,39.1,170.6,253.5,9.5,326.2,765.2,19.8,7.1,2201.8,2128.2,20.2,1098.7,400.4,87.1,126.2,1169.4,70.7,1400.4,771.1,5.1,221.4,57.7,23.5,28.6,508.5,31.8,28.8,47.4,425,28.2,115,37.4,1576.5,168.7,240.8,78.2,177.8,66.7,132.2,9.1,76.2,146.2,13.3,193.8,46.6,15.9,169.1,8.3,50.6,9.2,28.2,383.2,38.7,97.7,62.9,55.4,32,545.8
01-07-1994,181,977.8,62.8,676.7,644.4,63.7,115.5,19.1,97.1,27.66,26.56,29.71,28.41,40.23,14.71,20.79,26.54,34.36,26.87,23.09,15.61,981.93,1476.44,39.4,671.52,921.64,615.03,38.7,32.3,33.5,34.3,49.6,32.2,88.9,26.7,62.1,26,39,155.7,254.6,9.4,326,760.6,19.7,6.8,2226.8,2017.8,20.4,1097.3,398.1,87,125.1,1169.4,71,1304.9,666.8,5.5,221.9,58.4,22.8,28.3,516.8,31.6,28.7,46.9,420.8,29.1,114.4,37.2,1578.3,168.1,240.2,73.5,173.6,66.8,132.8,8,76.1,145.8,12.7,194.6,45.2,16,153,8.6,52.2,9.6,26.9,390.6,38.3,101.2,62.3,56.7,32.3,546.2
01-08-1994,182,982.4,62.7,682.7,650.1,63.9,116.1,19.2,97.7,28.29,26.05,30.04,28.39,40.49,14.71,20.83,26.23,33.8,26.62,22.65,15.56,1015.61,1481.93,40.1,676.98,915.73,623.96,39,32.5,33.6,34.4,49.5,32.3,89.4,26.9,62.3,26.3,39.2,151.7,257.7,9.3,325,760,19.9,6.9,2246.6,1992.5,20.5,1101.7,401.8,87.9,124.4,1173.2,71.5,1284.5,648.9,5.5,223.7,58.5,23.1,28.6,526.8,32,28.5,47.9,421.5,28.9,114.3,37.4,1588.4,168.7,241.4,73,173.7,67.3,133.5,7.6,76.2,147.3,12.7,196.2,45.1,15.8,150,8.7,52.1,8.9,26.5,392.2,38.6,102,62.1,57.5,32.6,549.7
01-09-1994,179.4,982.2,62.7,695.5,663.3,63.7,116.5,19.1,98.2,28.62,26.41,30.16,28.45,40.33,14.79,21.11,26.42,33.93,26.78,22.63,15.55,1013.15,1496.24,40.2,669.19,918.55,625.11,38.8,31.7,33.5,34.3,49.7,31.1,89.9,27.3,62.3,26.9,39.2,170.7,267.8,9.1,324.2,755.6,20.1,6.7,2253.9,2061.7,20.5,1106.1,401.2,88.8,123,1169.9,71.2,1350,722.9,5.5,222.8,58.8,23.2,28.7,534.2,32.1,29.1,48.6,428.1,29.1,115.4,37.8,1601.9,168.3,241.4,78.6,178.3,67.7,134.4,9,75.4,148.7,12.8,198.1,47.3,16.2,154.6,8.8,52.7,9.4,27.8,394.2,38.7,102.5,62.2,57.6,32.2,551
01-10-1994,174.9,966.1,61,696,663.6,63.4,113.6,19.2,95.5,28.67,26.71,30.37,28.54,40.58,14.76,21.23,26.67,34.42,26.99,22.69,15.59,1026.39,1566.39,40.6,692.1,944.65,632.95,39.1,32.6,34.3,35,49.5,30.7,89.9,25.9,70.6,26.8,39.1,182.5,273.4,8.7,321.8,740.6,20,6.9,2221.9,2113.1,20.8,1099.3,399.4,88.2,122.4,1146.2,69.9,1389.1,768.9,5.4,222.1,58.3,22.6,28,525.3,32.2,28.9,48.7,425.2,30.5,114.5,37.1,1597.4,164.4,236,80.1,179.2,66.4,131.5,9.1,75.5,144.2,12.7,195.9,45.7,16.3,169.6,8.5,52.6,9.3,28,398.2,37.7,100.5,62.7,56.2,32.4,547.7
01-11-1994,175.6,967.8,61.2,701,668.6,63.9,114,19.2,94.9,28.88,26.87,30.12,28.59,42.02,14.61,20.96,26.5,33.8,26.86,22.46,15.56,999.25,1571.55,40,651.86,915.93,622.4,38.4,31.1,33.4,34.1,50.3,31,90.8,26.1,70.3,26.7,39,187.2,276.5,8.7,319.5,740.1,20.2,6.9,2213.2,2124.7,21.1,1103.4,401.5,88.8,122.6,1144.9,69.5,1401.5,780.4,4.6,222.5,59,22.5,27.1,517.7,32,28.8,49.5,425.4,30.7,114.3,37.1,1608,164.6,236.3,80.8,179.6,66.5,131.5,9.2,76,144.7,12.8,197.2,44.2,16.8,172.5,8.6,53,9.5,28.1,399.4,37.8,99.2,62.3,57.8,32.4,549.7
01-12-1994,176.7,974.5,61.7,705.4,673.1,64.2,115.5,19.1,94.8,29.73,27.26,29.89,28.92,40.95,14.65,20.84,26.38,33.9,26.81,22.02,15.72,1043.52,1531.53,39.7,652.29,919.58,624.08,38.4,31.3,33.5,34.3,50.4,30.8,92.3,26.9,70.8,26.6,39.2,185.6,281.7,8.6,323.1,744.5,20.4,6.8,2215.2,2121.3,20.9,1111.2,399.9,89.4,123.9,1153.7,70.4,1395.9,776.2,3,224.4,59.8,22.6,25.6,514.1,32.3,29.3,50.4,426.8,29.8,115.2,37.2,1626,166.3,239,81.6,180,67.3,131.6,9.3,76.2,144.1,12.7,198.3,45.9,16.9,171.2,8.7,53.3,9.1,28.3,399.3,37.6,98.8,60.3,57.2,32.3,553.4
01-01-1995,171.1,949.3,59.1,676.8,644.9,63.3,113.4,18.5,92.6,28.98,27.55,30.35,28.72,43.52,14.73,21.23,26.93,34.55,27.23,22.54,15.67,1037.48,1627.65,39.8,685.73,944.88,623.67,38.5,32.3,34,34.7,50.2,28.4,91.9,26,63,25.5,38.7,172.3,261.6,8.6,314.8,730.7,20.8,6.6,2141.4,2105.3,20,1096.7,404.2,87.9,120.7,1123.1,70.4,1388.6,766.9,1.9,221.8,56.1,21.7,23.6,469.7,31.4,28,45.3,416,30.7,113.5,37.3,1581.5,162.7,233.1,79.7,173.5,65.3,129,8.5,76.7,138.8,12.4,196.6,42.9,17.1,169.9,8.5,53.5,9.6,27.1,386.2,36.8,95.2,58.8,57.4,31.9,543.8
01-02-1995,173.2,960,59.5,691.9,659.7,63.5,115.6,18.7,94.5,29.26,27.45,29.94,28.5,42.48,14.75,21.34,26.66,33.87,26.97,22.33,15.67,1027.03,1567.51,40,667.94,916.98,626.8,38.1,31.3,33.3,34,51.7,30.5,94.9,26.4,63.7,26.1,39,186.4,267.9,8.3,314.5,733.9,21.3,6.8,2180.8,2127.8,21,1105,416.2,88.3,121.4,1139.7,71,1407.8,783.8,1.9,223.6,57.5,21.9,23.8,491.3,32.1,28.2,46.2,424.1,31.2,114.3,37.5,1615.1,164.2,235.7,80.8,178.5,66.5,131.3,8.9,77.2,143.3,12.8,199.1,42.9,17.6,173.6,8.7,54.2,9.7,27.7,390.2,37.6,96.3,58.1,57.9,32.2,550
01-03-1995,175.2,972.2,59.6,703.9,671.2,64.2,116.4,18.9,97.2,29.38,27.35,30.37,28.64,42.12,14.71,21.2,26.54,33.76,26.9,22.06,15.64,1034.18,1545.8,40,663.56,914.6,625.6,38.1,31.3,33.3,34,52.3,30.8,95.9,26.9,64,26.6,39.4,187.1,275,8.6,314.2,735.7,21.5,6.7,2200.7,2137.6,21,1111.7,414.2,89,121.4,1156.2,71.6,1416.3,790,2.2,224.8,58.2,22,24.2,498.2,32.4,28.3,46.9,429.6,31.2,115.3,37.9,1634.3,165.1,237.5,81.3,179.8,67.2,134.5,9.1,77.5,146,12.9,199.9,43,18,175.9,8.9,55,10,28.2,395.4,37.7,97.7,57.8,59,32.7,553.8
01-04-1995,176.7,982.3,59.5,706.9,675.4,62.7,114.9,18.9,98.7,29.63,27.5,30.63,28.94,42.09,14.76,21.37,26.73,34.19,27.09,22.28,15.67,1007.42,1591,40,675.29,934.61,626.8,37.6,31.6,34,34.5,52.7,30.9,96.1,27,65.2,26.6,39.7,191.4,276.8,9.3,313.1,732.5,21.2,7,2203.7,2140.8,20.9,1113.5,403.7,90.8,120,1170.7,72.9,1419.2,790.6,2.7,225.3,57.5,21.7,24.4,507.4,31.6,28.7,47.9,430.4,30.1,116,37.8,1632.8,165.9,239,79.7,178.1,67.8,136.3,9.2,77.5,147.4,12.8,199.5,42.8,18.1,175.3,8.9,55.1,10.1,28.3,395.4,38.2,98.8,57.4,58,31.5,553.1
01-05-1995,178.9,996.8,59.8,718.6,687.1,63.4,116.5,19.1,99.5,29.59,27.47,30.7,28.61,42.12,14.73,20.78,26.45,33.71,26.81,21.82,15.68,1077.08,1562.65,40.1,648.34,914.22,628.77,38.3,31.2,33.3,34.1,53.5,31.4,97.1,27.4,64.9,26.7,40,191.2,281,9,312.9,734.3,21.5,7.2,2223.9,2146.3,21.3,1119.1,413.3,91.8,120.6,1192.4,73.2,1423.8,794.3,3.6,227.1,58.4,21.8,25.4,518.3,32.5,29.1,48.3,434.4,30.2,117.1,38.2,1645.1,166.9,240.8,80,180.1,68.6,137.2,9.1,77.6,151.4,13,200.4,44.5,18.1,176.7,8.9,55.6,10.1,28.9,398.5,38.9,100.2,57.1,58.4,31.5,556.8
01-06-1995,182.5,1008.4,60.3,731.4,698.6,63.5,117,19.4,101.1,29.52,27.59,30.53,28.49,41.54,14.71,20.78,26.4,33.79,26.76,21.78,15.75,1083.38,1532.83,40.5,650.41,917.87,637.88,38.6,31.3,33.5,34.3,53.8,31.6,98.6,27.9,65.1,26.8,40.4,180.7,289.2,8.9,313.8,737.7,21.6,7.4,2255.6,2142.7,21.1,1124.2,417.8,93.2,122.6,1207.8,73.9,1419.5,783.8,4.8,228.6,59.3,22.1,26.9,535.4,32.7,29.1,48.9,437.8,29.5,117.8,38.5,1663.2,168.4,243,79.9,181.1,69.4,138.9,9.2,78.3,153,13.1,202.5,44.9,17.9,174.7,9.1,56.3,10.3,29.4,403.9,39.3,102.8,56.9,59.4,32.8,561
